,timestamp,h,prediction,actual
1970-01-01 00:00:00.000000000,2018-04-25 00:00:00,t+1,0.08846296939998866,0.10890410958904109
1970-01-01 00:00:00.000000001,2018-04-25 01:00:00,t+1,0.06817471403628587,0.1197945205479452
1970-01-01 00:00:00.000000002,2018-04-25 02:00:00,t+1,0.07584017906337977,0.1197945205479452
1970-01-01 00:00:00.000000003,2018-04-25 03:00:00,t+1,0.1000464315712452,0.13068493150684932
1970-01-01 00:00:00.000000004,2018-04-25 04:00:00,t+1,0.1476695975661278,0.10890410958904109
1970-01-01 00:00:00.000000005,2018-04-25 05:00:00,t+1,0.1779292479157448,0.10890410958904109
1970-01-01 00:00:00.000000006,2018-04-25 06:00:00,t+1,0.19122192978858948,0.14157534246575343
1970-01-01 00:00:00.000000007,2018-04-25 07:00:00,t+1,0.18818758696317672,0.19602739726027396
1970-01-01 00:00:00.000000008,2018-04-25 08:00:00,t+1,0.16789298191666605,0.09801369863013698
1970-01-01 00:00:00.000000009,2018-04-25 09:00:00,t+1,0.11241760388016701,0.10890410958904109
1970-01-01 00:00:00.000000010,2018-04-25 10:00:00,t+1,0.11898187279701233,0.10890410958904109
1970-01-01 00:00:00.000000011,2018-04-25 11:00:00,t+1,0.13944502875208856,0.10890410958904109
1970-01-01 00:00:00.000000012,2018-04-25 12:00:00,t+1,0.14830643758177758,0.09801369863013698
1970-01-01 00:00:00.000000013,2018-04-25 13:00:00,t+1,0.1299883134663105,0.09801369863013698
1970-01-01 00:00:00.000000014,2018-04-25 14:00:00,t+1,0.12203955307602883,0.1197945205479452
1970-01-01 00:00:00.000000015,2018-04-25 15:00:00,t+1,0.1616084070503712,0.1197945205479452
1970-01-01 00:00:00.000000016,2018-04-25 16:00:00,t+1,0.22001463755965234,0.15246575342465757
1970-01-01 00:00:00.000000017,2018-04-25 17:00:00,t+1,0.29584833070635796,0.14157534246575343
1970-01-01 00:00:00.000000018,2018-04-25 18:00:00,t+1,0.37128012210130695,0.6969863013698631
1970-01-01 00:00:00.000000019,2018-04-25 19:00:00,t+1,0.5970929914712906,0.9365753424657534
1970-01-01 00:00:00.000000020,2018-04-25 20:00:00,t+1,0.628854957818985,0.21780821917808219
1970-01-01 00:00:00.000000021,2018-04-25 21:00:00,t+1,0.2891003948450089,0.18513698630136988
1970-01-01 00:00:00.000000022,2018-04-25 22:00:00,t+1,0.1883660651743412,0.13068493150684932
1970-01-01 00:00:00.000000023,2018-04-25 23:00:00,t+1,0.11642927661538124,0.1197945205479452
1970-01-01 00:00:00.000000024,2018-04-26 00:00:00,t+1,0.09458531934767962,0.1197945205479452
1970-01-01 00:00:00.000000025,2018-04-26 01:00:00,t+1,0.1058652050793171,0.10890410958904109
1970-01-01 00:00:00.000000026,2018-04-26 02:00:00,t+1,0.1120149439573288,0.10890410958904109
1970-01-01 00:00:00.000000027,2018-04-26 03:00:00,t+1,0.12624572038650514,0.13068493150684932
1970-01-01 00:00:00.000000028,2018-04-26 04:00:00,t+1,0.15738271683454513,0.10890410958904109
1970-01-01 00:00:00.000000029,2018-04-26 05:00:00,t+1,0.1689146648347378,0.10890410958904109
1970-01-01 00:00:00.000000030,2018-04-26 06:00:00,t+1,0.17518488183617592,0.14157534246575343
